Pre-Prod No.,Date,Weeks Taken (or parts thereof),Age Category,Project Age (Open and Closed),Open or closed,Completion date,Client,Project Description,Category,Raw Code,Works Order,Product Code,Sales Rep,Repeat Job,Machine,Material,Artwork required,Artwork Received,Size of Eyemark,Date Sent on Proof,Proof Approved (Conventional),Proof Approved (Digital),Digital trial sent,Sent on Trial,Trial approved,Revised Artwork After Trialling,"Product Material Colour (tube, jar etc.)",Diameter,Length,Cap_Lid Colour,Cap_Lid Diameter,Cap_Lid Material,Cap_Lid Style,Tube Shoulder colour,Orifice,Other Cap_Lid Info,Comments,Dust Controlled Area,Extrusion requested,Extrusion received,Injection trial requested,Injection trial received,Blowmould trial requested,Blowmould trial received,Masterbatch requested,Masterbatch received,New Mould_ Client or Product,Unit Order No,Order Qty x1000,Ordered Plates,Plates Arrived,Status,Qty_Including Waste,Artwork Order,Due for SAESA,Order,Digital Trial,Foil,Digital Trial No,T1_Date,Retrial T2,Retrial T3,Retrial T4,Retrial T5,Trial Comments
14722,2019/05/27,38,> 12 Weeks,555,Closed,2020/02/12,Creighton Prod.,Spot Control 25ml Nozzle,Tube and Cap,,,,Wayne,,Extrusion,COEX,,,,,,,,,,,White,22,100,White,,PP,Noz,White,,,,,,,,,,,,,,,0,,,No order,,,,,,,,,,,,,
14723,2019/05/28,6,< 6 Weeks,0,Closed,2019/07/04,SH'ZEN,Sh'zen Anti  Fatigue Eye Gel 15ml,Tube and Cap,,,C30TBSHZ043F,Wayne,,HK,COEX,X,2019/05/03,,2019/06/03,2019/05/31,,,,,,White,30,65,White,30,30A (15/30),30A (PP H510_02),White,2,,,,,,,,,,,,,153609/2,10000,2019/06/03,2019/06/05,Order (a/w),,,,,,,,,,,,,
14724,2019/05/28,6,< 6 Weeks,0,Closed,2019/07/03,Pepper Tree Packaging,Emerald Forest Hand & Nail Cream Oudh & Vetivert  50ml,Digital Laminate,C35LTPEP010F,W00135927,C35LTPEP010F,Wayne,New,DIGITAL,ABL Silver,X,2019/05/12,8X3,2019/05/30,,2019/06/13,,,2019-07-28,,Silver,35,100,Black,Apr33,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,White,10,,,,,,,,,,,,,153611/0,2500,,,Order (a/w),11000,PO669,x,x,x21/6,,1,2019/06/21,,,,,
14725,2019/05/28,6,< 6 Weeks,0,Closed,2019/07/03,Pepper Tree Packaging,Bengal Fantasy Hand & Nail Cream Black Pepper & Musk  50ml,Digital Laminate,C35LTPEP011F,W00135930,C35LTPEP011F,Wayne,New,DIGITAL,ABL Silver,X,2019/05/12,8X3,2019/05/30,,2019/06/13,,,2019-07-23,,Silver,35,100,Black,Apr33,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,White,10,,,,,,,,,,,,,153608/0,2500,,,Order (a/w),16000,PO669,x,x,x21/6,,1,2019/06/21,,,,,
14726,2019/05/28,6,< 6 Weeks,0,Closed,2019/07/03,Pepper Tree Packaging,Dream Land Hand & Nail Cream Amber & Violet  50ml,Digital Laminate,C35LTPEP012F,W00135918,C35LTPEP012F,Wayne,New,DIGITAL,ABL Silver,X,2019/05/12,8X3,2019/05/30,,2019/06/13,,,2019-07-23,,Silver,35,100,Black,Apr33,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,White,10,,,,,,,,,,,,,153610/0,2500,,,Order (a/w),6000,PO669,x,x,x21/6,,1,2019/06/21,,,,,
14727,2019/05/28,38,> 12 Weeks,554,Closed,2020/02/12,Comafrica Marketing,Biofresh Ocean Fresh Flat R/O Cap  Blue,Cap,,,,Karen,,INJECTION,,,,,,,,,,,,,,,Blue,,PP,,,,,,,,,,,,,,,,,0,,,No order,,,,,,,,,,,,,
14728,2019/05/28,38,> 12 Weeks,554,Closed,2020/02/12,Comafrica Marketing,Biofresh Floral Fresh Flar R/O Cap  Pink,Cap,,,,Karen,,INJECTION,,,,,,,,,,,,,,,Pink,,PP,,,,,,,,,,,,,,,,,0,,,No order,,,,,,,,,,,,,
14729,2019/05/28,9,612 Weeks,56,Closed,2019/07/23,Canway,Endangered For Him Hand & body Lotion 200ml,Tube and Cap,,,,Linda,,DUBUIT,LDPE,,,,,,,,,,,Brown 4625c,50,150,Brown 4625c,Apr48,PP,F/T B/O,Natural,10,,,,,,,,,,,,,,0,,,No order (a/w),,,,,,,,,,,,,
14730,2019/05/28,20,> 12 Weeks,135,Closed,2019/10/10,Canway,Endangered For Her Luxury Hand & body Lotion 200ml,Tube and Cap,,,C50TBAVR523F,Linda,,DUBUIT,LDPE,,,,,,,,,,,Brown 4625c,50,150,Brown 4625c,Apr48,PP,F/T B/O,Natural,10,,,,,,,,,,,,,156084/3,0,,,Order (a/w),,,,,,,,,,,,,
14731,2019/05/29,3,< 6 Weeks,15,Closed,2019/06/13,Charisma Candles,Tube 35x120/4 Coex  Cream (ITW 14670),Tube and Cap,,,C35TBCHR000F,Rob,,Extrusion,COEX,,,,,,,,,,,Cream 9034c,35,120,,,,,Cream,4,Foil Seal,,,,,,,,,,,,153719/0,5000,,,Order (a/w),,,,,,,,,,,,,
14732,2019/05/29,16,> 12 Weeks,107,Closed,2019/09/13,Unilever,24/410 Screw F/T Cap Turquoise,Cap,,,CCAPSLEV001F,Bernd,,INJECTION,,,,,,,,,,,,,,,Turquoise,,PP,,,,,,,,,,,,,,,,156432/2,60000,,,Order,,,,,,,,,,,,,
14733,2019/05/29,16,> 12 Weeks,107,Closed,2019/09/13,Unilever,24/410 Screw F/T Cap Purple,Cap,,,CCAPOLEV000F,Bernd,,INJECTION,,,,,,,,,,,,,,,Pink,,PP,,,,,,,,,,,,,,,,156431/1,60000,,,Order,,,,,,,,,,,,,
14734,2019/05/29,12,612 Weeks,82,Closed,2019/08/19,Unilever,24/410 Screw F/T Cap Red,Cap,,,CCAPOLEV002F,Bernd,,INJECTION,,,,,,,,,,,,,,,Red,,PP,,,,,,,,,,,,,,,,155752/0,100000,,,Order,,,,,,,,,,,,,
14735,2019/05/29,5,< 6 Weeks,28,Closed,2019/06/26,SH'ZEN,Sh'zen Colour match Prl Red replaced with 14756,Tube and Cap,,,,Wayne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,No order (a/w),,,,,,,,,,,,,
14736,2019/05/30,7,612 Weeks,44,Closed,2019/07/13,Julius Swart,Daily Sunscreen Moisturiser SPF30 75ml,Tube and Cap,,,C35TBHAN007F,Karen,,HK,Coex,X,2019/05/13,,2019/06/10,2019/06/10,,,,,,Yellow 1205c,35,120,Black,35,35A (PP H510_02),35A (15/35),Yellow,4,Foil Seal,,,,,,,,,,,,153695/0,5000,2019/06/10,2019/06/13,Order (a/w),,,,,,,,,,,,,
14737,2019/05/31,10,< 6 Weeks,0,Closed,2019/08/05,Canway,OSH Body butter Jar 200ml ( Use 250ml),Jar,,,CJARSBRI015F,Seelan,,INJECTION,PP,,,,,,,,,,,Light Blue,,,,,,,,,,,,,,,,,,,,,155216/0,11000,,,Order,,,,,,,,,,,,,
14738,2019/05/31,10,< 6 Weeks,0,Closed,2019/08/05,Canway,OSH Body Butter Lid 200ml ( Use 250ml),Lid,,,CLIDSBRI019F,Seelan,,INJECTION,,,,,,,,,,,,,,,Lt Blue,,PP,,,,,,,,,,,,,,,,155217/0,11000,,,Order,,,,,,,,,,,,,
14739,2019/05/31,12,612 Weeks,82,Closed,2019/08/21,Aerosol & Cosm.,150ml Non T/LockBlue,Lid,,,CLIDSAER011F,Rob,,INJECTION,,,,,,,,,,,,,,,Lt Blue,,PP,,,,,,,,,,,,,,,,155787/0,20000,,,Order,,,,,,,,,,,,,
14740,2019/06/03,5,< 6 Weeks,0,Closed,2019/07/02,Skinchem (PTY) LTD.,Epimax Oatmeal Lotion 200g ( 50 samples from Trial),Tube and Cap,,,C50TBGEN000F,Karen,,HK,COEX,X,2019/05/22,,2019/06/18,2019/06/14,,,,,,White,50,160,Green 368c,Apr48,PP,F/T B/O,White,10,Fuji Sleeve,,,,,,,,,,,,153757/0,10500,2019/06/18,2019/06/19,Order (a/w),,,,,,,,,,,,,
14741,2019/06/03,8,> 12 Weeks,142,Closed,2019/07/26,Skinchem (PTY) LTD.,Epimax Baby Bum Barrier Cream 5g ( 50 samples from Trial),Tube and Cap,,,C22TBGEN002F,Karen,,DUBUIT,COEX,X,2019/05/22,,2019/06/27,2019/06/18,,,,,,Purple 2655c,22,60,Purple 2655c,22,22A (PP H510_02),22A S/O (11/22),Purple,4,Foil Seal,,,,,,,,,,,,153764/5,21000,2019/06/27,2019/06/28,Order (a/w),,,,,,,,,,,,,
14742,2019/06/03,6,> 12 Weeks,185,Closed,2019/07/09,Skinchem (PTY) LTD.,Epimax Baby Bum barrier Cream 50g  ( 50 samples),Tube and Cap,,,C35TBGEN002F,Karen,,DUBUIT,COEX,X,2019/05/22,,2019/06/27,2019/06/18,,,,,,Purple 2655c,35,90,Purple 2655c,Apr33,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,Natural,10,Fuji Sleeve,,,,,,,,,,,,153758/2,10500,2019/06/27,2019/06/28,Order (a/w),,,,,,,,,,,,,
14743,2019/06/03,10,> 12 Weeks,124,Closed,2019/08/07,Skinchem (PTY) LTD.,IG Black Velvet Hand Cre'me Collection 100ml,Tube and Cap,,,C35TBSKI040F,Linda,,Dubuit,COEX,X,2019/06/03,,2019/06/24,2019/06/21,,,,,,Black,35,150,Black,Apr33,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,Natural,10,Fuji Sleeve,,,,,,,,,,,,153943/2,10000,2019/06/24,2019/07/01,Order (a/w),,,,,,,,,,,,,
14744,2019/06/03,10,> 12 Weeks,124,Closed,2019/08/07,Skinchem (PTY) LTD.,I/G White Silk Hand Cre'me Collection 100ml,Tube and Cap,,,C35TBSKI039F,Linda,,HK,COEX,X,2019/06/03,,2019/06/24,2019/06/21,,,,,,White,35,150,Black,Apr33,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,White,10,Fuji Sleeve,,,,,,,,,,,,154001/1,15000,2019/06/24,2019/07/01,Order (a/w),,,,,,,,,,,,,
14745,2019/06/03,8,> 12 Weeks,140,Closed,2019/07/24,Environ Skin Care,Tooling for 60ml Environ Tissue oil,Other,,,,Wayne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,No order,,,,,,,,,,,,,
14746,2019/06/03,,> 12 Weeks,0,Closed,2 julyy 2019,Aloe Ferox,Aloe Ferox Universal 15ml,Digital Laminate,C25LTALO018F,W00136442,C25LTALO018F,Warren,New,DIGITAL,PBL,X,2019/05/28,8X2,2019/06/10,,2019/06/11,,,FALSE,,White,25,80,White,25,25A (PP H510_02),25A (11/25),White,2,Foil Seal,,,,,,,,,,,,153913/0,10000,,,Order (a/w),3800,Repeat,x,x,x21/6,,1,2019/06/21,,,,,
14747,2019/06/04,15,> 12 Weeks,247,Closed,2019/09/12,Albion Chemicals,Thick Bleach Trigger 750ml  Black 100% RHDPE,Mould,,,C0750STD016F,Warren,,,HDPE,,,,,,,,,,,Black regrind,,,,,,,,,,,,,,,,,,,,,153767/1,30000,,,Order,,,,,,,,,,,,,
14748,2019/06/04,,> 12 Weeks,0,Closed,x,RG Products,Always With You 200ml Green,Tube and Cap,,,,Rob,,HK,COEX,,,,,,,,,,,Green,50,175,Pearl White,Apr48,PP,F/T B/O,Natural,10,Fuji Sleeve,,,,,,,,,,,,,0,,,No order (a/w),,,,,,,,,,,,,
14749,2019/06/04,,> 12 Weeks,0,Closed,x,RG Products,Always With You 200ml Blue,Tube and Cap,,,,Rob,,HK,COEX,,,,,,,,,,,Blue 2155c,50,175,Pearl White,Apr48,PP,F/T B/O,Natural,10,Fuji Sleeve,,,,,,,,,,,,,0,,,No order (a/w),,,,,,,,,,,,,
14750,2019/06/04,,> 12 Weeks,0,Closed,x,RG Products,Always With You 200ml Yellow,Tube and Cap,,,,Rob,,HK,COEX,,,,,,,,,,,Yellow,50,175,Pearl White,Apr48,PP,F/T B/O,Natural,10,Fuji Sleeve,,,,,,,,,,,,,0,,,No order (a/w),,,,,,,,,,,,,
14751,2019/06/05,9,> 12 Weeks,86,Closed,2019/07/31,Bella Baci,Circuflow 35ml,Digital Laminate,C35LTBEL000F,W00137031,C35LTBEL000F,Rob,New,DIGITAL,ABL Silver,X,2019/06/10,8X3,2019/06/21,,2019/06/25,,,x28/6 (Print) 15/7 (Matt Laq),,Silver,35,80,Black,33,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,White,10,Fuji Sleeve,,,,,,,,,,,,154176/2,2500,,,Order (a/w),3800,AMY 4/6/19 (cwo),x,x,x27/6,,1,2019/06/27,,,,,
14752,2019/06/05,16,> 12 Weeks,141,Closed,2019/09/24,Avroy Shlain,The Moment 200ml,Tube and Cap,,,C50TBAVR522F,Linda,,HK,LDPE,X,2019/05/31,,2019/06/14,2019/06/14,,,,,,Pink 196c,50,150,Pink 196c,Apr48,PP,F/T B/O,Natural,10,Fuji Sleeve,,,,,,,,,,,,156673/0,34000,2019/06/14,2019/06/17,Order (a/w),,,,,,,,,,,,,
14753,2019/06/05,8,612 Weeks,80,Closed,2019/07/25,Avroy Shlain,Treatment Hydro Surge Gel 50ml,Tube and Cap,,,C35TBJUS120F,Linda,,HK,COEX,X,2019/05/23,,2019/06/27,2019/06/26,,,,,,White,35,100,White,Apr33,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,White,10,Fuji Sleeve,,,,,,,,,,,,153841/2,5000,2019/06/27,2019/07/02,Order (a/w),,,,,,,,,,,,,
14754,2019/06/05,7,612 Weeks,74,Closed,2019/07/19,Catwalk,Cocoa Heaven Umbrella Cap 100ml  Brown,Cap,,,CCAPSCAT037F,Rob,,,,,,,,,,,,,,,,,Brown,,PP,,,,,,,,,,,,,,,,153867/2,300000,,,Order,,,,,,,,,,,,,
14755,2019/06/07,2,< 6 Weeks,0,Closed,2019/06/19,Rayhas,Plain 75ml Tube 35x120/10 ABL Silver,Digital Laminate,,,C35LTSTD013F,Rob,,EXTRUSION,ABL Silver,,,,,,,,,,,Silver,35,120,White,Apr33,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,White,10,,,,,,,,,,,,,154027/0,2500,,,Order (a/w),,,,,,,,,,,,,
14756,2019/06/10,6,< 6 Weeks,0,Closed,2019/07/19,SH'ZEN,Shzen Cellular Boost For Neck and Bust 100ml,Tube and Cap,,,Ç35TBSHZ017F,Wayne,,DUBUIT,COEX,X,2019/06/13,,2019/06/20,2019/06/20,,,,,,Red (BMRED037),35,120,Red,Apr33,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,Natural,10,Fuji Sleeve,,,,,,,,,,,,153939/0,10000,2019/06/20,2019/06/21,Order (a/w),,,,,,,,,,,,,
14757,2019/06/10,,> 12 Weeks,0,Closed,x,Scent Pack,Dischem Vitamin E 125ml,Digital Laminate,C40LTSCE004F,Cancelled,C40LTSCE004F,Rob,New,DIGITAL,PBL,,,,,,,,,Cancelled,,White,40,140,White,38,38F/T B/O (4mm Orifice) (ADVANCE150),38 F/T B/O,White,10,Fuji Sleeve,,,,,,,,,,,,154002/0,5000,,,Order (a/w),1500,POB98485,x,x,Cancelled,,Cancelled,,,,,,
14758,2019/06/10,5,< 6 Weeks,1,Closed,2019/07/10,Canway,OSH SC Repair Gifting 250ml  Gold,Bottle,,,C0250BRI007F,Seelan,,BLOWMOULD,PP,,,,,,,,,,,Gold,,,,,,,,,,,,,,,,,,,,,154579/0,35000,,,Order (a/w),,,,,,,,,,,,,
14759,2019/06/10,,> 12 Weeks,0,Closed,x,Scent Pack,Dischem Vitamin E 20ml,Digital Laminate,C25LTSCE000F,Cancelled,C25LTSCE000F,Rob,New,DIGITAL,PBL,,,,,,,,,Cancelled,,White,25,90,White,25,25A (PP H510_02),25A (11/25),White,4,Foil Seal,,,,,,,,,,,,154000/1,5000,,,Order (a/w),19100,POB98485,x,x,Cancelled,,Cancelled,,,,,,
14760,2019/06/10,12,< 6 Weeks,0,Closed,2019/08/26,Cre'me Classique,Safari SPF30 Moisturising Sunscreen 100ml,Tube and Cap,,,C35TBCRC002F,Rob,,DUBUIT,COEX,X,2019/06/04,,2019/06/20,2019/06/20,,,,,,Yellow,35,150,Yellow,Apr33,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,Natural,10,Fuji Sleeve,,,,,,,,,,,,153946/7,5000,2019/06/20,2019/06/21,Order (a/w),,,,,,,,,,,,,
14761,2019/06/12,88,> 12 Weeks,437,Closed,2021/02/15,Cos Q,500ml Std Round Bottle (Drw 212b),Bottle,,,,Rob,,BLOWMOULD,PP,,,,,,,,,,,Natural,,,,,,,,,,,,,,,,,,,,,,0,,,No order,,,,,,,,,,,,,
14762,2019/06/12,88,> 12 Weeks,437,Closed,2021/02/15,Cos Q,250ml Std Round Bottle ( Drw 34)  samples @ Renown,Bottle,,,,Rob,,BLOWMOULD,PP,,,,,,,,,,,Natural,,,,,,,,,,,,,,,,,,,,,,0,,,No order,,,,,,,,,,,,,
14763,2019/06/12,7,< 6 Weeks,0,Closed,2019/07/24,Argan Green,Intensive Hydrating Eye Cream 20ml,Digital Laminate,C25LTHAS000F,W00137650,C25LTHAS000F,Rob,New,DIGITAL,PBL,X,2019/06/03,8X3,2019/06/27,,2019/07/01,,,Cancelled,,White,25,90,White,25,25A (PP H510_02),25A (11/25),White,4,Foil Seal,,,,,,,,,,,,154299/0,2500,,,Order (a/w),10800,HASNA,x,x,x5/7,,1,2019/07/03,,,,,
14764,2019/06/12,6,< 6 Weeks,0,Closed,2019/07/18,Xcel Private Range,Fynbos Hand and Body Lotion  50ml,Digital Laminate,C35LTXCE000F,W00137045,C35LTXCE000F,Rob,New,DIGITAL,ABL White,X,2019/06/04,8X3,2019/06/25,,2019/06/27,,,2019-07-30,,White,35,100,Natural,Apr33,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,White,10,,,,,,,,,,,,,154273/0,2500,,,Order (a/w),11000,DALE 11/6/19,x,x,x3/7,,1,2019/07/03,,,,,
14765,2019/06/12,6,< 6 Weeks,0,Closed,2019/07/19,Charisma Candles,Poetry White Gardenia 100ml,Digital Laminate,C35LTCHR021F,W00136776,C35LTCHR021F,Rob,New,DIGITAL,PBL,X,2019/06/03,8X3,2019/06/21,,2019/07/01,,,2019-08-02,,White,35,150,,,,x,White,4,Foil Seal,,,,,,,,,,,,154034/2,2500,,,Order (a/w),11000,ALLISON  11/6/2019,x,x,x3/7 (Print)  x11/7 (Foil),x,1,2019/07/03,,,,,
14766,2019/06/12,6,< 6 Weeks,0,Closed,2019/07/19,Charisma Candles,"Poetry Honey, Rose and Oudth 100ml",Digital Laminate,C35LTCHR020F,W00136779,C35LTCHR020F,Rob,New,DIGITAL,PBL,X,2019/06/03,8X3,2019/06/21,,2019/07/01,,,2019-08-02,,White,35,150,,,,x,White,4,Foil Seal,,,,,,,,,,,,154033/0,2500,,,Order (a/w),11000,ALLISON  11/6/2019,x,x,x3/7 (Print)  x11/7 (Foil),x,1,2019/07/03,,,,,
14767,2019/06/12,6,< 6 Weeks,0,Closed,2019/07/19,Charisma Candles,Poetry Green Leaves 100ml,Digital Laminate,C35LTCHR019F,W00137735,C35LTCHR019F,Rob,New,DIGITAL,PBL,X,2019/06/03,8X3,2019/06/21,,2019/07/01,,,2019-07-30,,White,35,150,,,,x,White,4,Foil Seal,,,,,,,,,,,,154032/2,2500,,,Order (a/w),3300,ALLISON  11/6/2019,x,x,x3/7 (Print)  x11/7 (Foil),x,1,2019/07/03,,,,,
14768,2019/06/12,,> 12 Weeks,0,Closed,x,Charisma Candles,CSI Forest Rain 50ml,Digital Laminate,C35LTCHR022F,W00136644,C35LTCHR022F,Rob,New,DIGITAL,PBL,X,2019/06/03,8X3,2019/06/21,,2019/06/24,,,FALSE,,White,35,85,,,,0,White,4,Foil Seal,,,,,,,,,,,,154051/0,4400,,,Order (a/w),2000,ALLISON  10/6/2019,x,x,x27/6,,1,2019/06/27,,,,,
14769,2019/06/12,4,< 6 Weeks,0,Closed,2019/07/09,Charisma Candles,CSI Far Far Away 50ml,Digital Laminate,C35LTCHR024F,W00136648,C35LTCHR024F,Rob,New,DIGITAL,PBL,X,2019/06/03,8X3,2019/06/21,,2019/06/24,,,FALSE,,White,35,85,,,,0,White,4,Foil Seal,,,,,,,,,,,,154053/0,4400,,,Order (a/w),4000,ALLISON  10/6/2019,x,x,x27/6,,1,2019/06/27,,,,,
14770,2019/06/12,,> 12 Weeks,0,Closed,x,Charisma Candles,CSI The Conservatory 50ml,Digital Laminate,C35LTCHR023F,W00136646,C35LTCHR023F,Rob,New,DIGITAL,PBL,X,2019/06/03,8X3,2019/06/21,,2019/06/24,,,FALSE,,White,35,85,,,,0,White,4,Foil Seal,,,,,,,,,,,,154052/0,4400,,,Order (a/w),9300,ALLISON  10/6/2019,x,x,x27/6,,1,2019/06/27,,,,,
14771,2019/06/12,36,> 12 Weeks,362,Closed,2020/02/12,Chet Chemicals,750ml Tile Cleaner Drawing,Other,,,,Chris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,No order,,,,,,,,,,,,,
14772,2019/06/12,36,> 12 Weeks,362,Closed,2020/02/12,Chet Chemicals,Std Toilet Cleaner Bottle 500ml,Bottle,,,,Chris,,BLOWMOULD,,,,,,,,,,,,Green 569c,,,,,,,,,,,,,,,,,,,,,,0,,,No order,,,,,,,,,,,,,
14773,2019/06/12,36,> 12 Weeks,362,Closed,2020/02/12,Chet Chemicals,Thick Bleach MK2 Cap  Green,Cap,,,,Chris,,INJECTION,,,,,,,,,,,,,,,Green 569c,,,,,,,,,,,,,,,,,,,0,,,No order,,,,,,,,,,,,,
14774,2019/06/12,5,< 6 Weeks,0,Closed,2019/07/11,African Botanics,Baobab Clay Cleanser  100ml,Tube and Cap,,,C35TBBOT002F,Linda,,HK,COEX,X,2019/06/12,,2019/07/01,2019/07/01,,,,,,Prl White,35,150,Black,35,35A (PP H510_02),35A (15/35),White,4,Foil Seal,,,,,,,,,,,,154054/2,5000,2019/07/01,2019/07/02,Order (a/w),,,,,,,,,,,,,
14775,2019/06/12,5,< 6 Weeks,0,Closed,2019/07/11,African Botanics,Café Noir Body Exfoliant 200ml,Tube and Cap,,,C50TBBOT003F,Linda,,DUBUIT,COEX,X,2019/06/12,,2019/07/01,2019/07/01,,,,,,Black,50,160,Black,50,PP,A,Black,4,Foil Seal,,,,,,,,,,,,154062/2,5000,2019/07/01,2019/07/02,Order (a/w),,,,,,,,,,,,,
14776,2019/06/12,5,< 6 Weeks,0,Closed,2019/07/11,African Botanics,Buchu Enzyme Polish 100ml,Tube and Cap,,,C35TBBOT001F,Linda,,HK,COEX,X,2019/06/12,,2019/07/01,2019/07/01,,,,,,Prl White,35,150,Black,35,35A (PP H510_02),35A (15/35),Prl White,4,Foil Seal,,,,,,,,,,,,154050/4,5000,2019/07/01,2019/07/02,Order (a/w),,,,,,,,,,,,,
14777,2019/06/12,5,< 6 Weeks,0,Closed,2019/07/10,African Botanics,Svelte Cream 200ml,Tube and Cap,,,C50TBBOT002F,Linda,,DUBUIT,COEX,X,2019/06/12,,2019/07/01,2019/07/01,,,,,,Black,50,160,Black,50,PP,A,Black,4,Foil Seal,,,,,,,,,,,,154061/0,5000,2019/07/01,2019/07/02,Order (a/w),,,,,,,,,,,,,
14778,2019/06/12,5,< 6 Weeks,0,Closed,2019/07/10,African Botanics,Body Cream 200ml,Tube and Cap,,,C50TBBOT001F,Linda,,HK,COEX,X,2019/06/12,,2019/07/01,2019/07/01,,,,,,White,50,160,Black,50,PP,A,White,4,Foil Seal,,,,,,,,,,,,154060/0,5000,2019/07/01,2019/07/02,Order (a/w),,,,,,,,,,,,,
14779,2019/06/13,35,> 12 Weeks,538,Closed,2020/02/12,Chet Chemicals,Std Toilet Cleaner 500ml,Bottle,,,,Chris,,BLOWMOULD,,,,,,,,,,,,Green 5585c,,,,,,,,,,,,,,,,,,,,,,0,,,No order,,,,,,,,,,,,,
14780,2019/06/13,35,> 12 Weeks,538,Closed,2020/02/12,Chet Chemicals,Thick Bleach MK2 Cap  Green,Cap,,,,Chris,,INJECTION,,,,,,,,,,,,,,,Green 5585c,,,,,,,,,,,,,,,,,,,0,,,No order,,,,,,,,,,,,,
14781,2019/06/13,35,> 12 Weeks,538,Closed,2020/02/12,Chet Chemicals,Toilet Cleaner Std 500ml Green,Bottle,,,,Chris,,BLOWMOULD,,,,,,,,,,,,Green 3435c,,,,,,,,,,,,,,,,,,,,,,0,,,No order,,,,,,,,,,,,,
14782,2019/06/13,35,> 12 Weeks,538,Closed,2020/02/12,Chet Chemicals,Thick Bleach MK2 Cap  Green,Cap,,,,Chris,,INJECTION,,,,,,,,,,,,,,,Green 3435c,,,,,,,,,,,,,,,,,,,0,,,No order,,,,,,,,,,,,,
14783,2019/06/13,35,> 12 Weeks,538,Closed,2020/02/12,Chet Chemicals,Thick Bleach MK2 Cap  Silver,Cap,,,,Chris,,INJECTION,,,,,,,,,,,,,,,Silver 877c,,,,,,,,,,,,,,,,,,,0,,,No order,,,,,,,,,,,,,
14784,2019/06/13,6,< 6 Weeks,39,Closed,2019/07/22,Julius Swart,Rehydrating Moisture Mask 50ml,Tube and Cap,,,C35TBHAN008F,Karen,,DUBUIT,Coex,,,,,,,,,,,Pink 670c,35,100,Black,35,35A (PP H510_02),35A (15/35),Pink,4,Foil Seal,,,,,,,,,,,,154064/0,5000,,,Order (a/w),,,,,,,,,,,,,
14785,2019/06/13,3,< 6 Weeks,0,Closed,2019/07/01,Skinchem (PTY) LTD.,I/G Mens Shampoo 200ml,Tube and Cap,,,C50TBSKI006F,Linda,,HK,COEX,,,,,,,,,,,White,50,160,Black,Apr48,PP,F/T B/O,White,10,Fuji Sleeve,,,,,,,,,,,,152211/2,5000,,,Order (a/w),,,,,,,,,,,,,
14786,2019/06/13,7,612 Weeks,43,Closed,2019/07/26,Monteagle,Spar Mayo Wasabi Sauce 250ml  Sleeved,Sleeve Bottle,,,J0250MON007F,Wayne,,SLEEVE,PP,,,,,,,,,,,Natural,,,,,,,,,,,,,,,,,,,,,154446/2,4000,,,Order (a/w),,,,,,,,,,,,,
14787,2019/06/13,8,< 6 Weeks,0,Closed,2019/08/02,Catwalk,Magnolia Hand & Nail Cream  75ml,Digital Laminate,C35LTCAT035F,W00137021,C35LTCAT035F,Rob,New,DIGITAL,PBL,X,2019/06/13,8X3,2019/06/24,,2019/06/28,,,2019-08-02,,White,35,125,Peach,35,35A (PP H510_02),35A (15/35),White,4,,,,,,,,,,,,,154291/0,90000,,,Order (a/w),9000,,x,x,x11/7,,4,2019/06/28,2019/07/03,2019/07/11,2019/07/17,,T2: Client adj colour of droplet outline T3: Client adj colour of b/g and logo (Client supplied samples) T4: Make both  drops same colour (Bowler issue)
14788,2019/06/13,8,< 6 Weeks,0,Closed,2019/08/01,Catwalk,Cocoa Heaven Hand & Nail Cream  75ml,Digital Laminate,C35LTCAT034F,W00137018,C35LTCAT034F,Rob,New,DIGITAL,PBL,X,2019/06/13,8X3,2019/06/24,,2019/06/25,,,2019-08-02,,White,35,125,Brown,35,35A (PP H510_02),35A (15/35),White,4,,,,,,,,,,,,,154290/8,60000,,,Order (a/w),1800,,x,x,Repeat,,3,2019/06/27,2019/07/03,2019/07/11,,,T2: Client centred Cream T3: Client adj colour of logo (client supplied samples)
14789,2019/06/18,35,> 12 Weeks,533,Closed,2020/02/12,Boshoff Brands,Tim Jan Jam Bottle 28mm Neck 16g,PET,,,,Bernd,,,PET,,,,,,,,,,,Natural,,,,,,,,,,,,,,,,,,,,,,0,,,No order,,,,,,,,,,,,,
